DEW,SLP,TMP,VIS,WND_SPD,WEATHER_DELAY
194,10207,213,9000,21,0
194,10207,213,9656,21,0
194,10207,213,9000,21,0
194,10207,213,9000,21,0
194,10207,213,9000,21,0
194,10207,213,9656,21,0
194,10207,213,9000,21,0
191,10210,236,14484,36,0
182,10210,246,16093,26,0
194,10207,213,9000,21,0
191,10210,236,14484,36,0
191,10210,236,14484,36,0
191,10210,236,14484,36,0
194,10207,213,9000,21,0
182,10210,246,16093,26,0
194,10207,213,9000,21,0
182,10210,246,16093,26,0
182,10210,246,16093,26,1
191,10210,236,14484,36,0
182,10210,246,16093,26,0
182,10210,246,16093,26,0
191,10210,236,14484,36,0
182,10210,246,16093,26,0
182,10210,246,16093,26,0
191,10210,236,14484,36,0
182,10210,246,16093,26,1
191,10210,236,14484,36,0
191,10210,236,14484,36,0
182,10210,246,16093,26,0
191,10210,236,14484,36,1
191,10210,236,14484,36,1
182,10210,246,16093,26,0
182,10210,246,16093,26,0
182,10210,246,16093,26,1
189,10211,270,16093,41,0
182,10210,246,16093,26,0
182,10210,246,16093,26,0
182,10210,246,16093,26,0
182,10210,246,16093,26,0
189,10211,270,16093,41,0
182,10210,246,16093,26,1
182,10210,246,16093,26,0
182,10210,246,16093,26,0
182,10210,246,16093,26,0
182,10210,246,16093,26,0
189,10211,270,16093,41,0
189,10211,270,16093,41,1
182,10210,246,16093,26,0
189,10211,270,16093,41,0
189,10211,270,16093,41,0
189,10211,270,16093,41,1
189,10211,270,16093,41,0
189,10211,270,16093,41,0
189,10211,270,16093,41,0
189,10211,270,16093,41,0
189,10211,270,16093,41,1
194,10208,280,16093,21,0
194,10208,280,16093,21,0
194,10208,280,16093,21,0
189,10211,270,16093,41,0
189,10211,270,16093,41,0
189,10211,270,16093,41,0
194,10208,280,16093,21,0
194,10208,280,16093,21,0
194,10208,280,16093,21,0
194,10208,280,16093,21,0
189,10211,270,16093,41,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
194,10208,280,16093,21,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
194,10208,280,16093,21,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10200,286,16093,15,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10200,286,16093,15,1
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10203,283,16093,31,0
183,10200,286,16093,15,0
183,10200,286,16093,15,0
183,10200,286,16000,15,0
183,10200,286,16000,15,0
183,10200,286,16000,15,0
183,10203,283,16093,31,0
183,10203,283,16093,31,1
183,10200,286,16000,15,0
183,10200,286,16000,15,0
183,10203,283,16093,31,1
183,10203,283,16093,31,0
183,10200,286,16000,15,0
183,10200,286,16000,15,0
183,10200,286,16000,15,1
183,10195,281,16093,26,1
183,10200,286,16093,15,0
183,10200,286,16000,15,0
183,10200,286,16000,15,0
183,10200,286,16093,15,0
183,10195,281,16093,26,0
183,10195,281,16093,26,0
183,10200,286,16000,15,0
183,10200,286,16000,15,1
183,10195,281,16093,26,0
183,10200,286,16093,15,0
183,10200,286,16000,15,0
183,10200,286,16000,15,0
183,10200,286,16000,15,0
183,10195,281,16093,26,0
183,10200,286,16093,15,0
183,10200,286,16093,15,0
183,10195,281,16093,26,0
183,10200,286,16000,15,0
183,10200,286,16093,15,1
183,10195,281,16093,26,0
183,10195,281,16093,26,0
183,10195,281,16093,26,0
183,10195,281,16093,26,0
178,10188,291,16093,0,0
183,10195,281,16093,26,0
183,10195,281,16093,26,1
183,10195,281,16093,26,0
178,10188,291,16093,0,0
183,10195,281,16093,26,0
183,10195,281,16093,26,0
183,10195,281,16093,26,0
178,10188,291,16093,0,0
183,10195,281,16093,26,1
183,10195,281,16093,26,1
178,10188,291,16093,0,0
178,10188,291,16093,0,1
178,10188,291,16093,0,0
178,10188,291,16093,0,0
183,10195,281,16093,26,0
183,10195,281,16093,26,0
178,10188,291,16093,0,0
183,10195,281,16093,26,1
178,10184,276,16093,21,0
178,10188,291,16093,0,0
178,10188,291,16093,0,0
178,10184,276,16093,21,0
178,10184,276,16093,21,0
178,10184,276,16093,21,0
178,10188,291,16093,0,0
178,10188,291,16093,0,1
178,10184,276,16093,21,1
178,10184,276,16093,21,0
178,10188,291,16093,0,0
178,10184,276,16093,21,0
178,10184,276,16093,21,0
183,10183,271,16093,36,0
183,10183,271,16093,36,0
178,10184,276,16093,21,0
178,10184,276,16093,21,0
183,10183,271,16093,36,0
183,10183,271,16093,36,0
178,10184,276,16093,21,0
178,10184,276,16093,21,0
178,10184,276,16093,21,0
183,10183,271,16093,36,0
183,10183,271,16093,36,0
178,10184,276,16093,21,0
183,10183,271,16093,36,0
183,10183,271,16093,36,0
178,10184,276,16093,21,1
183,10183,271,16093,36,1
183,10183,271,16093,36,0
183,10183,267,16093,36,0
183,10183,271,16093,36,0
183,10183,267,16093,36,0
183,10183,271,16093,36,0
183,10183,271,16093,36,1
178,10188,254,16000,31,1
178,10188,254,16000,31,1
183,10190,242,16093,15,1
183,10190,242,16093,15,1
183,10190,242,16093,15,1
183,10190,242,16093,15,0
189,10192,239,16093,26,0
189,10189,239,16000,21,0
189,10189,239,16000,21,0
9999,99999,9999,999999,9999,0
189,10189,239,16093,21,0
9999,99999,9999,999999,9999,0
189,10188,224,16093,0,0
189,10189,239,16093,21,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,239,16000,21,0
189,10188,224,16093,0,0
189,10189,239,16000,21,0
189,10189,239,16000,21,0
189,10189,239,16093,21,0
189,10188,224,16093,0,0
189,10189,239,16093,21,0
189,10189,239,16000,21,1
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,239,16093,21,0
189,10189,239,16093,21,0
189,10189,239,16093,21,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,239,16093,21,0
189,10188,224,16093,0,0
189,10189,239,16093,21,0
189,10189,239,16093,21,1
189,10188,224,16093,0,0
189,10189,239,16093,21,0
189,10189,239,16000,21,0
189,10188,224,16093,0,0
189,10189,239,16000,21,0
189,10189,239,16000,21,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,221,16093,0,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,221,16093,0,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,221,16093,0,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10188,224,16093,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10189,221,16093,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10189,217,12875,26,0
189,10186,211,14484,0,0
189,10189,217,12875,26,0
189,10189,217,12875,26,0
189,10189,217,12875,26,1
189,10186,211,14484,0,0
189,10189,217,12875,26,0
189,10186,211,14484,0,0
189,10189,217,12875,26,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10189,217,12875,26,1
189,10186,211,14484,0,0
189,10186,211,14484,0,0
189,10197,217,9656,36,0
189,10197,217,9656,36,0
189,10189,217,12875,26,0
189,10189,217,12875,26,0
189,10189,217,12875,26,0
190,99999,220,8047,26,0
189,10197,217,9656,36,0
190,99999,220,8047,26,0
190,99999,220,8047,26,0
189,10189,217,12875,26,0
190,99999,220,8047,26,1
190,99999,220,8047,26,0
190,99999,220,8047,26,0
190,99999,220,8047,26,0
189,10197,217,9656,36,1
189,10197,217,9656,36,0
189,10189,217,12875,26,0
190,99999,220,8047,26,0
161,10207,200,8047,36,0
160,99999,200,4828,41,0
160,99999,200,4828,41,0
161,10207,200,8000,36,0
189,10197,217,9656,36,0
190,99999,220,8047,26,0
161,10207,200,8000,36,0
190,99999,220,8047,26,0
160,99999,200,4828,41,0
161,10207,200,8047,36,0
189,10197,217,9656,36,0
190,99999,220,8047,26,0
161,10207,200,8000,36,1
190,99999,220,8047,26,0
161,10207,200,8047,36,0
160,99999,200,4828,41,0
161,10207,200,8047,36,0
160,99999,200,4828,41,0
161,10207,200,8047,36,0
190,99999,220,8047,26,0
156,10213,189,4828,41,0
161,10207,200,8047,36,0
161,10207,200,8047,36,0
156,10213,189,4828,41,0
156,10213,189,4828,41,0
160,99999,200,4828,41,0
161,10207,200,8000,36,0
156,10213,189,4828,41,0
160,99999,200,4828,41,0
161,10207,200,8047,36,0
160,99999,200,4828,41,0
161,10217,194,4828,26,0
161,10207,200,8000,36,0
156,10213,189,4828,41,0
156,10213,189,4828,41,0
156,10213,189,4828,41,1
156,10213,189,4828,41,0
161,10217,194,4828,26,1
161,10217,194,4828,26,0
156,10213,189,4828,41,1
156,10213,189,4828,41,1
161,10217,194,4828,26,0
161,10217,194,4828,26,1
156,10213,189,4828,41,0
161,10217,194,4828,26,0
156,10213,189,4828,41,0
156,10213,189,4828,41,0
156,10213,189,4828,41,0
161,10217,194,4828,26,1
161,10217,194,4828,26,0
156,10213,189,4828,41,1
156,10213,189,4828,41,0
150,10220,178,4828,31,1
161,10217,194,4828,26,0
150,10220,178,4828,31,0
161,10217,194,4828,26,0
150,10220,178,4828,31,0
161,10217,194,4828,26,0
150,10220,178,4828,31,0
150,10220,178,4828,31,0
161,10217,194,4828,26,0
161,10217,194,4828,26,0
150,10220,178,4828,31,0
161,10217,194,4828,26,0
150,10220,178,4828,31,0
150,10220,178,4828,31,1
161,10217,194,4828,26,0
150,10220,178,4828,31,0
150,10220,178,4828,31,0
144,10223,178,4828,26,0
150,10220,178,4828,31,0
144,10223,178,4828,26,0
144,10223,178,4828,26,0
150,10220,178,4828,31,0
150,10220,178,4828,31,0
144,10223,178,4828,26,0
144,10223,178,4828,26,0
144,10223,178,4828,26,1
150,10220,178,4828,31,0
144,10223,178,4828,26,0
144,10223,178,4828,26,1
144,10223,178,4828,26,0
144,10223,178,4828,26,0
140,99999,180,9656,21,0
150,10220,178,4828,31,1
150,10220,178,4828,31,1
140,99999,180,9656,21,0
133,10224,175,12875,31,0
144,10223,178,4828,26,1
144,10223,178,4828,26,0
144,10223,178,4828,26,0
144,10223,178,4828,26,1
140,99999,180,9656,21,1
133,10224,175,12875,31,1
133,10224,175,12875,31,0
140,99999,180,9656,21,1
144,10223,178,4828,26,0
133,10224,175,12875,31,0
140,99999,180,9656,21,0
144,10223,178,4828,26,0
120,99999,170,16093,46,1
133,10224,175,12875,31,1
133,10224,175,12875,31,0
133,10224,175,12875,31,0
120,99999,170,16093,46,1
140,99999,180,9656,21,1
140,99999,180,9656,21,1
133,10224,175,12875,31,1
122,10222,172,16000,36,1
120,99999,170,16093,46,0
120,99999,170,16093,46,0
122,10222,172,16000,36,1
140,99999,180,9656,21,1
122,10222,172,16093,36,0
122,10222,172,16093,36,0
122,10222,172,16000,36,0
120,99999,170,16093,46,1
120,99999,170,16093,46,0
122,10222,172,16000,36,1
122,10222,172,16000,36,0
120,99999,170,16093,46,1
122,10222,172,16093,36,1
122,10222,172,16093,36,1
120,99999,170,2012,41,1
120,99999,170,2012,41,0
120,99999,170,2012,41,1
122,10222,172,16000,36,1
122,10222,172,16000,36,1
122,10222,172,16000,36,1
122,10222,172,16000,36,0
120,99999,170,2012,41,1
120,99999,170,2012,41,1
120,99999,170,16093,46,0
111,10218,178,16093,41,1
111,10218,178,16093,41,1
120,99999,170,2012,41,0
122,10222,172,16093,36,1
122,10222,172,16000,36,1
120,99999,170,2012,41,1
111,10218,178,16093,41,1
111,10218,178,16093,41,0
111,10218,178,16093,41,1
111,10218,178,16093,41,0
117,10214,178,16093,31,0
111,10218,178,16093,41,1
111,10218,178,16093,41,0
117,10214,178,16093,31,1
120,99999,170,2012,41,1
111,10218,178,16093,41,0
111,10218,178,16093,41,1
111,10218,178,16093,41,1
111,10218,178,16093,41,1
117,10214,178,16093,31,1
117,10214,178,16093,31,1
111,10218,178,16093,41,1
117,10214,178,16093,31,1
111,10208,172,16093,41,1
117,10214,178,16093,31,1
117,10214,178,16093,31,1
117,10214,178,16093,31,0
111,10208,172,16093,41,1
111,10208,172,16093,41,1
111,10208,172,16093,41,1
111,10208,172,16093,41,1
111,10208,167,16093,26,1
111,10208,167,16093,26,1
111,10208,167,16093,26,0
111,10208,167,16093,26,0
111,10208,167,16093,26,0
111,10208,172,16093,41,1
111,10208,172,16093,41,1
111,10208,172,16093,41,1
111,10208,167,16093,26,1
111,10208,172,16093,41,1
111,10208,167,16093,26,1
111,10208,172,16093,41,1
111,10208,172,16093,41,1
111,10208,172,16093,41,1
111,10208,167,16093,26,1
111,10208,172,16093,41,1
111,10208,167,16093,26,1
111,10205,156,16093,31,1
111,10208,167,16093,26,1
111,10205,156,16093,31,1
111,10205,156,16093,31,1
111,10208,167,16093,26,1
120,99999,160,16093,21,1
120,99999,160,16093,21,0
111,10208,167,16093,26,1
111,10205,156,16093,31,1
111,10208,167,16093,26,1
111,10205,156,16093,31,1
111,10205,156,16093,31,1
111,10205,156,16093,31,1
111,10208,167,16093,26,1
120,99999,160,16093,21,1
117,10206,156,16093,15,1
120,99999,160,16093,31,1
9999,99999,9999,999999,9999,0
128,10179,144,4828,15,0
120,99999,140,16093,26,0
128,10179,144,4828,15,0
9999,99999,9999,999999,9999,0
128,10179,144,4828,15,0
128,10179,144,4828,15,0
133,10172,144,3219,0,0
130,99999,140,4023,0,0
128,10179,144,4828,15,0
128,10179,144,4800,15,0
130,99999,140,4023,0,0
128,10179,144,4800,15,0
133,10172,144,3219,0,0
130,99999,140,4023,0,0
130,99999,140,4023,0,0
130,99999,140,4023,0,0
128,10179,144,4828,15,0
130,99999,140,4023,0,0
133,10172,144,3219,0,0
130,99999,140,4023,0,0
128,10179,144,4800,15,0
128,10179,144,4828,15,0
130,99999,140,4023,0,0
133,10172,144,3219,0,0
128,10179,144,4800,15,0
133,10172,144,3219,0,0
130,99999,140,4023,0,0
133,10172,144,3219,0,0
133,10172,144,3219,0,1
130,99999,140,4023,0,1
130,99999,140,2414,0,0
128,10179,144,4800,15,1
133,10172,144,3219,0,0
130,99999,140,2414,0,0
130,99999,140,2414,0,1
130,99999,140,2414,0,0
139,10164,144,2414,0,0
139,10164,144,2414,0,0
139,10164,144,2414,0,0
130,99999,140,2414,0,0
133,10172,144,3219,0,0
139,10164,144,2414,0,0
130,99999,140,2414,0,0
130,99999,140,2414,0,0
139,10164,144,2414,0,0
130,99999,140,2414,0,0
139,10164,144,2414,0,0
139,10164,144,2414,0,0
139,10164,144,2414,0,0
139,10164,144,2414,0,0
139,10164,144,2414,0,0
130,99999,140,2414,0,0
139,10164,144,2414,0,0
139,10159,150,2414,0,1
130,99999,140,2414,0,0
139,10159,150,2414,0,0
139,10164,144,2414,0,0
139,10159,150,2414,0,0
139,10164,144,2414,0,0
139,10159,150,2414,0,0
130,99999,140,2414,0,0
139,10159,150,2414,0,0
130,99999,140,2414,0,0
139,10159,150,2414,0,0
130,99999,140,2414,0,0
130,99999,140,2414,0,0
130,99999,140,2414,0,0
130,99999,140,2414,0,0
139,10159,150,2414,0,0
139,10159,150,2414,0,0
139,10164,144,2414,0,0
139,10159,150,2414,0,0
139,10164,144,2414,0,1
139,10164,144,2414,0,0
139,10154,150,2414,0,1
139,10154,150,2414,0,0
139,10154,150,2414,0,0
139,10154,150,2414,0,1
139,10154,150,2414,0,1
139,10159,150,2414,0,1
139,10154,150,2414,0,0
139,10154,150,2414,0,0
139,10154,150,2414,0,1
139,10159,150,2414,0,1
139,10159,150,2414,0,0
139,10154,150,2414,0,1
139,10154,150,2414,0,0
139,10159,150,2414,0,1
139,10154,150,2414,0,1
139,10159,150,2414,0,0
139,10159,150,2414,0,1
140,99999,150,402,0,1
139,10154,150,2414,0,0
140,99999,150,402,0,0
139,10154,150,2414,0,0
140,99999,150,402,0,1
144,10152,150,402,15,1
144,10152,150,402,15,0
139,10154,150,2414,0,0
140,99999,150,402,0,0
144,10152,150,402,15,0
144,10152,150,402,15,0
140,99999,150,402,0,0
140,99999,150,402,0,0
139,10154,150,2414,0,0
144,10152,150,402,15,0
139,10154,150,2414,0,0
139,10154,150,2414,0,0
144,10152,150,402,15,0
139,10154,150,2414,0,0
139,10154,150,2414,0,0
144,10152,150,402,15,0
140,99999,150,402,0,0
144,10149,156,402,0,1
144,10149,156,400,0,0
144,10152,150,402,15,1
144,10152,150,402,15,0
140,99999,150,402,0,1
144,10152,150,402,15,1
144,10152,150,402,15,1
144,10149,156,400,0,0
144,10149,156,400,0,1
144,10152,150,402,15,1
144,10152,150,402,15,0
144,10149,156,402,0,0
144,10149,156,402,0,0
144,10149,156,400,0,1
144,10149,156,400,0,0
144,10149,156,400,0,0
144,10149,156,402,0,0
144,10149,156,400,0,0
156,10146,161,402,0,0
156,10146,161,402,0,1
144,10149,156,402,0,0
156,10146,161,402,0,0
144,10149,156,402,0,0
144,10149,156,402,0,0
156,10146,161,402,0,0
156,10146,161,402,0,1
144,10149,156,402,0,1
144,10149,156,402,0,1
144,10149,156,400,0,0
156,10146,161,402,0,0
156,10146,161,402,0,0
144,10149,156,400,0,0
150,99999,170,2414,0,0
156,10146,161,402,0,0
150,99999,170,2414,0,0
150,99999,170,2414,0,0
150,99999,170,2414,0,0
156,10146,161,402,0,0
150,10141,167,2414,15,0
150,10141,167,2414,15,1
150,99999,170,2414,0,0
156,10146,161,402,0,0
150,99999,160,2414,0,0
150,99999,170,2414,0,0
150,10141,167,2414,15,0
156,10146,161,402,0,0
150,99999,170,2414,0,0
150,99999,160,2414,0,0
156,10146,161,402,0,0
150,10141,167,2414,15,1
150,10141,167,2414,15,0
156,10146,161,402,0,0
150,99999,160,2414,0,1
150,99999,160,2414,0,0
150,99999,170,2414,0,0
150,99999,180,4023,0,1
150,99999,170,2414,0,0
150,99999,160,2414,0,1
150,10138,178,4023,0,1
160,99999,190,4023,26,0
150,10138,178,4023,0,0
150,99999,180,4023,0,0
150,10141,167,2414,15,0
150,99999,180,4023,0,0
160,99999,190,4023,26,1
156,10133,189,4023,26,1
150,99999,180,4023,0,1
160,99999,190,4828,0,0
156,10133,189,4023,26,1
160,99999,190,4023,26,1
160,99999,190,4023,26,0
150,99999,180,4023,0,1
160,99999,190,4023,26,0
160,99999,190,4023,26,1
160,99999,190,4828,0,1
156,10133,189,4023,26,1
160,99999,190,4023,26,1
160,99999,190,4828,0,1
156,10133,189,4023,26,0
150,99999,180,4023,0,0
150,99999,180,4023,0,1
160,99999,190,4828,0,0
160,99999,190,4023,26,1
160,99999,190,4828,0,0
167,10125,200,4828,15,0
167,10125,200,4828,15,1
160,99999,190,4023,26,1
160,99999,190,4023,26,0
160,99999,190,4828,0,0
156,10133,189,4023,26,1
170,99999,210,4828,15,1
160,99999,190,4828,0,1
156,10133,189,4023,26,1
170,99999,200,4828,15,1
156,10133,189,4023,26,0
170,99999,210,4828,15,1
170,99999,220,4828,21,1
170,99999,200,4828,15,0
167,10125,200,4828,15,1
160,99999,190,4828,0,1
170,99999,220,4828,21,0
167,10125,200,4828,15,0
170,99999,210,4828,15,1
160,99999,190,4828,0,1
170,99999,220,4828,21,1
170,99999,210,4828,15,0
167,10125,200,4828,15,1
167,10115,222,14000,15,1
167,10115,222,14000,15,1
167,10115,222,14000,15,0
170,99999,210,4828,15,0
170,99999,220,4828,21,1
170,99999,200,4828,15,1
167,10115,222,14484,15,0
167,10115,222,14484,15,1
170,99999,220,4828,21,1
170,99999,210,4828,15,1
170,99999,220,4828,21,1
167,10115,222,14484,15,0
170,99999,200,4828,15,0
167,10115,222,14000,15,0
167,10115,222,14000,15,1
167,10115,222,14484,15,1
167,10125,200,4828,15,0
170,99999,220,4828,21,1
170,99999,220,4828,21,1
170,99999,200,4828,15,1
170,99999,220,4828,21,1
167,10115,222,14000,15,1
167,10115,222,14484,15,1
167,10115,222,14000,15,1
178,10108,244,16093,26,1
178,10108,244,16093,26,0
167,10115,222,14484,15,0
167,10115,222,14484,15,1
178,10108,244,16093,26,0
167,10115,222,14484,15,0
167,10115,222,14000,15,1
167,10115,222,14484,15,0
167,10115,222,14000,15,1
167,10115,222,14484,15,1
167,10115,222,14484,15,1
178,10108,244,16093,26,1
167,10115,222,14000,15,1
183,10100,261,16093,21,1
183,10100,261,16093,21,1
167,10115,222,14000,15,1
178,10108,244,16093,26,1
178,10108,244,16093,26,0
183,10100,261,16093,21,0
183,10100,261,16093,21,0
183,10100,261,16093,21,0
178,10108,244,16093,26,1
183,10100,261,16093,21,1
178,10108,244,16093,26,1
183,10100,261,16093,21,0
178,10108,244,16093,26,1
183,10100,261,16093,21,0
178,10108,244,16093,26,1
183,10100,261,16093,21,1
178,10108,244,16093,26,1
183,10100,261,16093,21,1
183,10100,261,16093,21,1
183,10100,261,16093,21,0
183,10100,261,16093,21,1
183,10100,261,16093,21,1
178,10108,244,16093,26,1
178,10108,244,16093,26,1
178,10108,244,16093,26,0
183,10088,278,16093,36,0
183,10088,278,16093,36,0
183,10088,278,16093,36,0
183,10100,261,16093,21,1
183,10100,261,16093,21,0
183,10100,261,16093,21,0
183,10088,278,16093,36,0
183,10100,261,16093,21,0
183,10100,261,16093,21,0
183,10100,261,16093,21,0
183,10088,278,16093,36,0
183,10088,278,16093,36,1
183,10100,261,16093,21,0
183,10088,278,16093,36,1
183,10100,261,16093,21,0
183,10100,261,16093,21,1
183,10088,278,16093,36,1
183,10088,278,16093,36,1
183,10081,278,16093,36,0
183,10088,278,16093,36,0
183,10081,278,16093,36,0
183,10081,278,16093,36,0
183,10081,278,16093,36,0
183,10088,278,16093,36,0
183,10088,278,16093,36,0
183,10088,278,16093,36,0
183,10081,278,16093,36,0
183,10081,278,16093,36,1
183,10081,278,16093,36,0
183,10088,278,16093,36,0
183,10081,278,16093,36,1
183,10081,278,16093,36,1
183,10088,278,16093,36,0
172,10079,250,16093,21,0
172,10079,250,16093,21,1
172,10079,250,16093,21,1
183,10081,278,16093,36,1
183,10081,278,16093,36,0
183,10081,278,16093,36,1
172,10079,250,16093,21,1
167,10078,233,16093,26,1
117,10105,200,16093,67,0
94,10110,183,16093,36,0
94,10110,183,16093,36,0
94,10110,183,16093,36,0
94,10110,183,16000,36,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
94,10110,183,16000,36,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
94,10110,183,16000,36,0
94,10110,183,16000,36,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
94,10110,183,16093,36,0
94,10110,183,16000,36,0
94,10110,183,16093,36,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
94,10110,183,16000,36,0
94,10110,183,16000,36,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
94,10110,183,16093,36,0
94,10110,183,16000,36,0
67,10110,161,16093,57,0
67,10110,161,16093,57,0
94,10110,183,16000,36,0
67,10113,150,16093,67,0
67,10110,161,16093,57,0
67,10113,150,16093,67,0
94,10110,183,16000,36,0
67,10110,161,16093,57,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10110,161,16093,57,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10110,161,16093,57,1
67,10113,150,16093,67,0
67,10110,161,16093,57,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10110,161,16093,57,1
67,10110,161,16093,57,0
67,10110,161,16093,57,0
67,10113,150,16093,67,0
61,10109,144,16093,36,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
61,10109,144,16093,36,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
61,10109,144,16093,36,0
61,10109,144,16093,36,1
67,10113,150,16093,67,0
67,10113,150,16093,67,0
61,10109,144,16093,36,0
61,10109,144,16093,36,0
61,10109,144,16093,36,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
61,10109,144,16093,36,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
61,10109,144,16093,36,0
67,10113,150,16093,67,1
61,10109,144,16093,36,0
61,10109,144,16093,36,0
67,10113,150,16093,67,0
67,10113,150,16093,67,0
67,10113,150,16093,67,1
61,10109,144,16093,36,1
61,10109,144,16093,36,0
61,10109,144,16093,36,0
61,10109,144,16093,36,1
61,10111,139,16093,31,1
61,10111,139,16093,31,0
61,10109,144,16093,36,1
61,10109,144,16093,36,0
61,10109,144,16093,36,1
61,10111,139,16093,31,0
61,10111,139,16093,31,0
61,10109,144,16093,36,1
61,10109,144,16093,36,0
61,10111,139,16093,31,0
61,10109,144,16093,36,1
61,10111,139,16093,31,0
61,10111,139,16093,31,1
61,10111,139,16093,31,0
61,10111,139,16093,31,0
61,10111,139,16093,31,1
61,10109,144,16093,36,1
67,10116,150,16093,36,0
61,10111,139,16093,31,0
61,10111,139,16093,31,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
61,10111,139,16093,31,0
67,10116,150,16093,36,0
61,10111,139,16093,31,0
61,10111,139,16093,31,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
61,10111,139,16093,31,0
61,10111,139,16093,31,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
67,10116,150,16093,41,0
67,10116,150,16093,36,1
67,10116,150,16093,36,0
67,10116,150,16000,41,0
67,10116,150,16093,36,0
67,10116,150,16093,36,0
67,10116,150,16000,41,0
67,10116,150,16093,41,0
67,10116,150,16000,41,0
67,10116,150,16093,36,0
67,10116,150,16000,41,0
67,10116,150,16093,36,0
67,10116,150,16000,41,0
67,10116,150,16093,41,0
67,10116,150,16000,41,0
67,10116,150,16093,41,0
67,10116,150,16093,41,0
67,10116,150,16000,41,0
67,10123,156,16093,82,0
67,10116,150,16000,41,0
67,10116,150,16093,41,1
67,10116,150,16093,41,0
67,10123,156,16093,82,1
67,10123,156,16093,82,0
67,10123,156,16093,82,0
67,10123,156,16093,82,0
67,10116,150,16000,41,1
67,10123,156,16093,82,0
50,10125,161,16093,93,0
67,10116,150,16000,41,0
67,10116,150,16000,41,0
67,10123,156,16093,82,0
67,10123,156,16093,82,0
50,10125,161,16093,93,0
50,10125,161,16093,93,0
50,10125,161,16093,93,1
67,10123,156,16093,82,0
50,10125,161,16093,93,0
67,10123,156,16093,82,0
50,10125,161,16093,93,0
50,10125,161,16093,93,0
50,10125,161,16093,93,0
50,10125,161,16093,93,0
67,10123,156,16093,82,0
67,10123,156,16093,82,1
67,10123,156,16093,82,0
50,10125,161,16093,93,0
50,10125,161,16093,93,0
50,10125,161,16093,93,0
50,10126,167,16093,82,1
50,10126,167,16093,82,0
50,10125,161,16093,93,0
50,10126,167,16093,82,0
